Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,EducationOrdinalEncoded,Relationship_InRelationship,Relationship_NotInRelationship,Relationship_Undefined,ChildrenHome,RegencyInMonths,TotalSpent,DealSeeker,BuyerType_CatalogueBuyer,BuyerType_MixedBuyer,BuyerType_StoreBuyer,BuyerType_WebBuyer,VisitedWebsiteRecently,AcceptedOffer
20518,58,4,1,6,4,1,9,1,1,1,2,5,26,2,0,1,0,1,7,25,0,0,0,1,0,1,0
62503,40,478,0,193,110,75,117,4,8,3,11,5,58,2,1,0,0,1,22,973,1,0,0,1,0,1,0
41644,67,20,3,4,2,0,2,2,1,0,3,3,42,5,0,1,0,1,4,31,0,0,0,1,0,1,0
55842,19,451,0,39,0,4,24,1,7,1,8,5,37,4,1,0,0,1,7,518,0,0,0,1,0,1,0
62010,93,371,22,39,6,0,92,4,6,2,7,5,42,5,1,0,0,1,26,530,1,0,0,1,0,1,0
41124,41,281,7,84,15,0,119,7,7,3,4,8,37,2,1,0,0,1,26,506,1,0,0,0,1,1,0
38961,60,19,7,19,0,1,24,1,2,1,2,7,41,4,1,0,0,1,12,70,0,0,1,0,0,1,0
37760,54,26,3,13,2,10,0,1,2,0,3,6,42,4,0,1,0,1,13,54,0,0,0,1,0,1,0
32233,26,138,15,35,25,11,72,2,6,2,2,9,40,2,0,1,0,1,28,296,0,0,0,0,1,1,1
43057,30,213,2,44,0,2,5,4,4,2,5,5,39,2,1,0,0,1,14,266,1,0,0,1,0,1,0
83151,93,407,28,100,120,74,18,1,5,9,4,3,54,4,1,0,0,0,26,747,0,1,0,0,0,1,0
78825,35,483,74,114,169,37,18,1,5,10,13,3,50,5,0,1,0,0,27,895,0,0,0,1,0,1,1
65104,4,738,0,232,13,20,50,2,3,5,7,7,38,4,1,0,0,1,13,1053,0,0,0,1,0,1,0
60093,92,502,12,109,16,6,90,2,7,2,10,6,40,2,1,0,0,1,18,735,0,0,0,1,0,1,0
14045,24,11,0,5,2,1,1,1,1,0,3,7,45,2,1,0,0,1,11,20,0,0,0,1,0,1,0
28457,96,24,1,108,29,29,14,1,4,1,4,8,62,3,0,1,0,0,26,205,0,0,1,0,0,1,0
78952,11,1170,19,594,99,76,134,2,2,5,12,6,56,5,1,0,0,1,27,2092,0,0,0,1,0,1,0
46310,99,185,2,88,15,5,14,2,6,1,5,8,38,2,0,1,0,1,33,309,0,0,0,0,1,1,0
76005,72,983,20,389,240,50,40,1,3,5,13,6,59,2,1,0,0,0,22,1722,0,0,0,1,0,1,1
58308,77,691,0,69,10,0,130,4,2,6,3,8,50,4,0,1,0,1,13,900,1,1,0,0,0,1,0
55614,85,504,13,131,8,0,26,1,9,4,6,7,70,5,0,1,0,0,13,682,0,0,0,0,1,1,1
59432,88,317,25,265,25,19,12,3,5,3,11,5,52,4,0,1,0,1,20,663,1,0,0,1,0,1,0
55563,22,29,1,9,2,0,2,1,2,0,3,3,36,2,0,1,0,1,8,43,0,0,0,1,0,1,0
78642,83,1396,0,322,46,35,17,1,4,9,4,6,43,5,1,0,0,1,20,1816,0,1,0,0,0,1,0
67911,63,529,0,356,63,28,0,3,6,7,11,3,65,5,1,0,0,1,7,976,1,0,0,1,0,1,0
65275,9,388,14,218,91,14,21,1,4,3,13,2,70,2,1,0,0,0,22,746,0,0,0,1,0,1,0
27203,92,13,2,21,4,0,24,2,1,1,2,8,64,2,1,0,0,1,30,64,0,0,0,1,0,1,0
48330,2,28,0,4,0,0,0,1,1,0,3,5,53,4,1,0,0,1,13,32,0,0,0,1,0,1,0
24279,6,16,36,21,20,62,108,1,4,1,3,8,24,1,1,0,0,0,24,263,0,0,0,0,1,1,0
64355,66,1047,0,140,67,38,153,2,4,3,12,8,29,5,1,0,0,1,28,1445,0,0,0,1,0,1,0
50943,49,31,0,7,2,0,6,1,1,0,3,5,58,4,1,0,0,1,18,46,0,0,0,1,0,1,0
53653,29,815,10,239,28,10,108,2,10,4,12,6,61,2,0,1,0,0,29,1210,0,0,0,1,0,1,0
65665,77,225,162,387,106,36,29,1,5,10,8,3,38,2,1,0,0,1,22,945,0,1,0,0,0,1,0
81217,77,493,70,324,146,40,84,1,3,7,11,1,25,2,0,1,0,0,17,1157,0,0,0,1,0,1,0
34935,71,34,4,66,3,10,20,1,2,1,4,7,22,2,1,0,0,0,18,137,0,0,0,1,0,1,0
61250,49,382,138,65,60,26,59,6,5,2,12,5,55,2,0,1,0,1,24,730,1,0,0,1,0,1,0
39665,97,127,1,56,0,1,31,3,4,2,3,7,33,5,1,0,0,1,19,216,1,0,0,0,1,1,1
60152,6,325,83,300,86,58,91,1,6,4,12,3,35,2,0,1,0,1,21,943,0,0,0,1,0,1,0
48920,93,238,17,68,8,10,6,3,6,2,5,7,50,2,1,0,0,1,14,347,1,0,0,0,1,1,1
89120,78,1168,92,408,72,129,55,1,5,6,7,1,55,4,1,0,0,0,9,1924,0,0,0,1,0,1,1
44124,62,284,0,55,0,6,52,4,6,2,5,8,68,5,1,0,0,1,14,397,1,0,0,0,1,1,0
81169,47,1288,20,613,80,61,27,1,5,7,9,2,39,4,0,1,0,0,20,2089,0,0,0,1,0,1,0
36443,9,65,0,46,4,3,20,4,3,1,3,8,53,2,1,0,0,1,22,138,1,0,1,0,0,1,0
26095,77,11,7,9,3,1,11,1,1,0,3,7,24,2,0,1,0,1,18,42,0,0,0,1,0,1,0
71367,24,227,23,389,42,21,75,1,4,5,7,2,55,2,1,0,0,0,16,777,0,0,0,1,0,1,0
80184,19,1035,134,670,25,38,0,1,6,3,10,3,70,4,1,0,0,0,12,1902,0,0,0,1,0,1,1
30630,67,27,1,12,2,0,10,2,2,0,3,7,49,2,0,1,0,1,11,52,0,0,0,1,0,1,0
73454,95,982,73,351,56,14,175,1,2,4,6,5,27,4,0,1,0,0,12,1651,0,0,0,1,0,1,1
42691,48,179,2,64,38,17,58,1,5,1,6,5,23,2,1,0,0,0,16,358,0,0,0,1,0,1,0
70503,73,1379,33,216,0,33,66,1,2,4,9,6,61,2,1,0,0,0,27,1727,0,0,0,1,0,1,1
25545,35,32,1,64,16,12,85,3,2,2,3,6,27,2,1,0,0,1,28,210,1,0,0,1,0,1,1
32880,76,8,4,15,7,6,2,1,1,0,3,8,28,2,1,0,0,1,32,42,0,0,0,1,0,1,0
77863,20,881,38,319,16,25,12,1,4,5,10,2,56,5,1,0,0,0,13,1291,0,0,0,1,0,1,0
50353,72,141,15,153,67,31,35,1,4,4,6,3,37,4,1,0,0,0,5,442,0,0,0,1,0,1,0
61839,20,1000,155,379,224,17,120,1,4,8,4,8,50,2,0,1,0,0,24,1895,0,1,0,0,0,1,0
49154,69,206,10,67,30,27,71,6,4,1,8,6,54,5,1,0,0,1,21,411,1,0,0,1,0,1,0
47682,80,162,61,83,97,57,61,4,4,3,8,5,39,3,0,1,0,1,22,521,1,0,0,1,0,1,0
72679,65,619,54,260,127,54,54,1,4,7,5,1,45,2,0,1,0,1,15,1168,0,1,0,0,0,1,0
57954,52,456,4,24,0,0,9,7,8,2,6,7,37,4,1,0,0,1,6,493,1,0,0,0,1,1,1
65316,65,112,6,92,3,9,38,2,3,2,5,4,52,2,1,0,0,1,20,260,0,0,0,1,0,1,0
28567,57,11,3,22,2,2,6,2,2,0,3,6,32,2,0,1,0,1,18,46,0,0,0,1,0,1,0
47352,70,172,12,112,8,0,15,4,6,1,5,7,63,4,1,0,0,1,14,319,1,0,0,0,1,1,0
44931,0,78,0,11,0,0,7,1,2,1,3,5,47,2,1,0,0,1,11,96,0,0,0,1,0,1,0
76982,19,464,151,292,65,60,30,1,8,3,4,4,47,2,0,1,0,0,10,1062,0,0,0,0,1,1,1
57247,50,99,4,32,37,54,6,2,2,1,7,2,62,3,1,0,0,1,16,232,0,0,0,1,0,1,0
22944,67,19,3,19,4,5,26,3,3,0,3,7,33,4,0,1,0,1,12,76,1,0,1,0,0,1,0
25315,46,1,9,8,11,3,22,3,3,0,3,8,37,3,1,0,0,1,17,54,1,0,1,0,0,1,0
43638,37,63,10,83,7,19,19,2,4,1,4,7,45,2,0,1,0,1,30,201,0,0,1,0,0,1,0
42710,38,252,3,42,4,3,102,2,4,5,3,6,30,5,0,1,0,1,25,406,0,1,0,0,0,1,0
84169,9,1478,19,403,0,19,0,1,7,6,6,3,32,5,1,0,0,0,17,1919,0,0,0,0,1,1,1
54058,56,198,18,252,32,108,54,2,4,6,8,3,38,2,1,0,0,1,21,662,0,0,0,1,0,1,0
24683,98,8,4,10,6,7,6,2,2,0,4,5,24,3,1,0,0,1,5,41,0,0,0,1,0,1,0
85620,68,416,46,925,60,107,46,1,3,6,4,1,50,2,0,1,0,0,6,1600,0,1,0,0,0,1,1
47850,72,42,7,43,20,12,10,1,3,0,4,6,34,2,1,0,0,1,21,134,0,0,0,1,0,1,0
19514,47,14,3,21,2,1,28,4,3,1,2,8,46,2,1,0,0,1,11,69,1,0,0,0,1,1,1
27159,33,17,0,3,0,0,1,2,1,0,3,6,41,4,1,0,0,1,9,21,0,0,0,1,0,1,0
39548,87,15,4,10,3,4,18,2,1,1,3,3,51,3,0,1,0,1,9,54,0,0,0,1,0,1,0
21474,0,6,16,24,11,0,34,2,3,1,2,7,25,2,0,1,0,1,5,91,0,0,0,0,1,1,1
60504,73,458,0,24,6,4,34,2,6,2,8,6,43,5,0,1,0,1,6,526,0,0,0,1,0,1,0
22419,74,30,3,47,19,21,42,1,3,2,2,8,51,2,1,0,0,0,20,162,0,0,0,0,1,1,0
81698,4,179,28,520,111,123,47,1,3,8,13,1,65,4,1,0,0,0,18,1008,0,0,0,1,0,1,1
43462,50,90,17,97,15,6,15,6,4,1,5,8,62,2,1,0,0,1,24,240,1,0,0,1,0,1,0
54880,57,308,85,137,102,45,118,2,6,2,11,5,36,5,0,1,0,1,24,795,0,0,0,1,0,1,0
79908,30,557,129,761,29,185,111,1,5,6,7,2,32,2,1,0,0,0,20,1772,0,0,0,1,0,1,1
15315,27,7,4,13,15,8,17,2,2,0,4,5,44,3,1,0,0,0,21,64,0,0,0,1,0,1,0
87771,61,1492,38,287,50,57,33,1,5,10,4,6,55,2,1,0,0,1,19,1957,0,1,0,0,0,1,1
33039,4,30,8,12,8,8,12,1,2,0,4,5,36,2,1,0,0,1,15,78,0,0,0,1,0,1,0
81741,75,249,153,940,58,134,38,0,6,6,7,2,34,2,0,1,0,0,18,1572,0,0,0,1,0,1,0
71499,12,465,25,132,136,0,37,2,8,3,13,4,43,4,1,0,0,1,18,795,0,0,0,1,0,1,0
62466,13,129,129,259,168,121,83,5,6,3,12,4,44,3,1,0,0,1,11,889,1,0,0,1,0,1,0
48799,9,174,18,81,28,6,24,3,3,2,7,3,51,5,0,1,0,1,19,331,1,0,0,1,0,1,0
52157,48,189,2,29,3,2,40,2,3,2,5,4,64,5,1,0,0,1,6,265,0,0,0,1,0,1,0
66565,80,747,10,161,65,40,42,4,4,2,9,8,52,2,0,1,0,1,31,1065,1,0,0,1,0,1,0
29298,60,6,0,2,2,0,1,1,1,0,2,5,63,4,1,0,0,1,17,11,0,0,0,1,0,1,0
47691,43,14,0,3,0,0,4,1,1,0,2,6,35,2,0,1,0,1,20,21,0,0,0,1,0,1,0
38200,19,12,0,4,0,0,1,1,1,0,2,7,44,2,1,0,0,1,29,17,0,0,0,1,0,1,0
44989,26,98,0,106,49,10,106,5,5,1,5,6,40,2,1,0,0,1,24,369,1,0,1,0,0,1,0
38443,58,32,0,5,0,0,1,2,1,0,3,7,46,5,1,0,0,1,11,38,0,0,0,1,0,1,0
38593,42,51,12,49,17,24,24,3,4,1,3,8,36,3,0,1,0,1,15,177,1,0,0,0,1,1,0
64413,27,200,5,44,0,10,20,1,5,1,5,5,44,5,1,0,0,1,23,279,0,0,1,0,0,1,0
36959,56,25,6,25,6,0,0,2,2,0,3,8,33,4,1,0,0,1,22,62,0,0,0,1,0,1,0
61996,27,1050,12,144,0,0,24,3,6,4,8,5,37,5,1,0,0,1,23,1230,1,0,0,1,0,1,1
51287,10,117,0,22,13,0,30,3,4,1,3,7,46,2,1,0,0,1,12,182,1,0,0,0,1,1,0
13260,48,9,4,17,10,2,7,4,3,0,3,8,44,2,1,0,0,1,16,49,1,0,1,0,0,1,0
47472,39,56,0,11,0,0,8,2,2,0,4,5,48,5,1,0,0,1,15,75,0,0,0,1,0,1,0
54603,85,145,13,46,17,2,4,6,4,2,4,7,58,4,1,0,0,1,15,227,1,0,1,0,0,1,0
45207,64,203,0,10,0,0,2,5,3,1,6,6,40,5,1,0,0,1,26,215,1,0,0,1,0,1,1
40689,69,270,3,27,39,6,99,7,7,1,5,8,63,2,1,0,0,1,21,444,1,0,0,0,1,1,0
47821,54,9,0,16,6,6,10,1,1,0,3,8,47,3,1,0,0,1,14,47,0,0,0,1,0,1,0
27450,57,37,12,23,8,11,52,1,2,1,3,7,63,4,1,0,0,0,20,143,0,0,0,1,0,1,0
39453,64,46,0,7,0,0,2,2,2,0,3,6,31,2,1,0,0,1,10,55,0,0,0,1,0,1,0
26850,10,31,1,13,7,2,9,4,2,1,4,4,43,3,1,0,0,1,8,63,1,0,0,1,0,1,0
79800,65,1060,21,530,32,0,224,1,5,11,5,3,59,2,0,1,0,0,27,1867,0,1,0,0,0,1,1
61794,74,264,47,188,54,47,11,2,4,4,10,2,53,4,1,0,0,1,15,611,0,0,0,1,0,1,0
53863,4,399,4,30,6,4,30,3,7,1,7,7,59,2,1,0,0,1,7,473,1,0,1,0,0,1,1
24221,94,8,9,9,2,5,22,1,1,1,3,4,55,2,1,0,0,0,16,55,0,0,0,1,0,1,0
39684,41,19,0,35,6,4,17,2,2,1,2,7,30,5,0,1,0,1,24,81,0,0,1,0,0,1,1
92163,25,817,183,797,106,163,20,0,5,11,5,2,39,4,1,0,0,0,24,2086,0,1,0,0,0,1,1
69882,94,292,127,635,132,127,165,1,3,7,9,1,49,4,0,1,0,0,14,1478,0,0,0,1,0,1,0
33178,9,12,6,2,11,2,16,1,1,0,3,4,37,2,1,0,0,1,11,49,0,0,0,1,0,1,0
59973,47,130,30,168,20,34,0,1,3,4,7,1,42,5,1,0,0,0,13,382,0,0,0,1,0,1,0
17459,12,6,4,16,3,10,30,3,3,1,2,7,39,4,1,0,0,1,15,69,1,0,0,0,1,1,1
23910,80,16,12,18,7,1,13,1,2,0,3,7,45,2,0,1,0,1,26,67,0,0,0,1,0,1,0
42169,20,19,0,9,0,0,2,2,1,0,3,8,45,4,1,0,0,1,14,30,0,0,0,1,0,1,0
26224,39,4,7,15,13,9,15,3,2,1,3,6,36,3,1,0,0,1,21,63,1,0,0,1,0,1,0
31089,57,31,3,31,2,8,4,3,3,0,4,8,33,2,1,0,0,1,28,79,1,0,0,1,0,1,0
30081,27,36,0,2,0,0,4,1,1,0,3,7,53,2,0,1,0,1,22,42,0,0,0,1,0,1,0
62807,83,526,28,135,10,21,99,3,5,3,12,5,54,2,1,0,0,1,28,819,1,0,0,1,0,1,0
72906,79,400,32,519,71,75,54,1,3,4,9,1,59,2,0,1,0,0,15,1151,0,0,0,1,0,1,0
61467,69,410,16,114,0,5,49,3,5,2,10,5,66,5,1,0,0,1,27,594,1,0,0,1,0,1,0
49618,77,80,3,26,4,2,14,4,3,1,3,7,48,4,1,0,0,1,23,129,1,0,1,0,0,1,0
21888,15,88,10,46,2,3,64,4,5,1,2,10,28,4,0,1,0,1,24,213,1,0,0,0,1,1,1
42429,99,55,0,6,2,0,4,2,1,1,3,5,41,2,0,1,0,1,2,67,0,0,0,1,0,1,0
26150,61,5,1,13,3,5,1,1,1,0,3,7,58,2,0,1,0,1,14,28,0,0,0,1,0,1,0
30801,23,8,4,5,15,2,11,2,1,0,3,7,39,1,1,0,0,1,26,45,0,0,0,1,0,1,0
81168,84,410,0,592,147,22,22,1,6,4,7,3,49,2,1,0,0,0,6,1193,0,0,0,1,0,1,1
26877,74,101,13,76,20,18,40,2,3,1,6,6,45,4,0,1,0,0,16,268,0,0,0,1,0,1,0
45006,90,162,25,53,16,0,10,1,3,1,7,3,70,4,0,1,0,0,17,266,0,0,0,1,0,1,0
18978,41,2,8,1,4,7,15,1,1,0,3,8,41,1,1,0,0,1,25,37,0,0,0,1,0,1,0
22574,28,25,0,8,2,0,2,2,2,0,3,7,47,2,1,0,0,1,14,37,0,0,0,1,0,1,0
48240,73,389,91,248,64,49,41,3,6,3,13,5,45,5,0,1,0,0,27,882,1,0,0,1,0,1,1
45837,88,215,13,87,17,17,24,5,6,2,5,7,40,2,1,0,0,1,17,373,1,0,0,0,1,1,0
35791,94,27,0,5,0,0,3,2,1,0,3,8,49,4,0,1,0,1,19,35,0,0,0,1,0,1,0
162397,31,85,1,16,2,1,2,0,0,0,1,1,38,5,1,0,0,1,22,107,0,0,0,1,0,1,0
54162,31,5,6,10,6,5,10,1,1,0,3,4,36,2,0,1,0,1,21,42,0,0,0,1,0,1,0
30522,6,179,8,83,19,11,26,5,1,2,9,2,54,4,1,0,0,1,28,326,1,0,0,1,0,1,0
54456,23,352,0,27,10,0,15,3,6,1,7,6,53,5,1,0,0,1,13,404,1,0,0,1,0,1,0
31632,92,17,8,12,11,15,32,1,2,1,2,7,43,2,0,1,0,0,17,95,0,0,1,0,0,1,0
72298,52,625,35,169,58,17,35,1,4,3,6,1,65,2,0,1,0,0,3,939,0,0,0,1,0,1,1
36975,50,10,6,11,0,4,2,1,1,0,3,7,36,3,0,1,0,1,12,33,0,0,0,1,0,1,0
72635,54,390,22,323,104,35,107,1,6,8,6,3,59,3,1,0,0,0,22,981,0,1,0,0,0,1,1
13624,93,10,2,15,2,1,6,2,2,0,3,6,38,2,1,0,0,1,23,36,0,0,0,1,0,1,0
84196,56,215,63,507,231,31,190,1,8,4,7,3,39,2,0,1,0,1,22,1237,0,0,0,0,1,1,0
70971,28,1001,17,572,93,125,17,7,11,11,5,7,54,2,1,0,0,1,27,1825,1,0,1,0,0,1,1
34487,94,19,18,33,24,1,8,3,3,0,3,9,37,5,0,1,0,1,30,103,1,0,1,0,0,1,0
28769,76,41,5,129,10,3,3,3,4,1,4,9,37,2,0,1,0,1,24,191,1,0,1,0,0,1,0
69084,43,1181,107,199,39,30,30,2,7,3,13,8,44,5,1,0,0,1,13,1586,0,0,0,1,0,1,0
65488,46,603,45,207,36,18,54,1,3,4,6,1,56,5,1,0,0,0,6,963,0,0,0,1,0,1,0
62466,13,129,129,259,168,121,83,5,6,3,12,4,44,3,1,0,0,1,11,889,1,0,0,1,0,1,0
32218,27,10,24,15,13,1,30,1,2,1,3,7,54,3,0,1,0,0,10,93,0,0,0,1,0,1,1
83917,12,514,22,732,42,198,79,1,6,7,7,3,41,2,0,1,0,0,20,1587,0,0,1,0,0,1,1
46102,3,14,0,1,0,0,1,1,1,0,2,7,52,2,0,1,0,1,3,16,0,0,0,1,0,1,0
84574,72,387,20,713,38,54,163,1,9,11,11,5,62,2,0,1,0,0,21,1375,0,0,1,0,0,1,0
56181,6,121,103,69,8,44,48,1,4,2,7,4,52,2,1,0,0,1,17,393,0,0,0,1,0,1,0
63120,53,965,69,279,54,41,69,5,8,4,9,7,64,4,0,1,0,1,27,1477,1,0,0,1,0,1,1
73691,58,707,21,250,85,43,73,2,6,2,8,2,43,2,1,0,0,1,18,1179,0,0,0,1,0,1,1
63381,78,571,50,142,33,50,159,4,4,5,13,2,54,2,1,0,0,1,31,1005,1,0,0,1,0,1,0
76140,57,586,66,653,17,0,26,1,5,9,6,2,66,5,1,0,0,0,7,1348,0,1,0,0,0,1,0
62859,37,1063,89,102,16,12,25,4,9,4,6,6,55,5,0,1,0,1,24,1307,1,0,0,0,1,1,0
45906,20,305,3,27,4,3,144,2,5,4,4,5,50,2,0,1,0,1,18,486,0,0,0,0,1,1,1
77632,73,1200,105,758,0,42,147,1,4,2,6,2,67,4,1,0,0,0,15,2252,0,0,0,1,0,1,1
46463,56,163,2,40,8,11,11,7,3,1,6,6,43,5,1,0,0,1,16,235,1,0,0,1,0,1,0
105471,36,1009,181,104,202,21,207,0,9,8,13,3,44,2,1,0,0,0,23,1724,0,0,0,1,0,1,1
55282,9,125,6,73,8,4,19,1,3,1,6,4,44,4,0,1,0,1,12,235,0,0,0,1,0,1,0
78710,42,721,0,152,119,50,50,3,7,6,12,4,37,4,1,0,0,1,7,1092,1,0,0,1,0,1,0
66886,28,315,4,62,41,31,146,2,7,1,7,5,56,2,1,0,0,1,15,599,0,0,1,0,0,1,0
98777,23,1000,19,711,125,115,38,0,4,6,9,1,54,4,0,1,0,0,10,2008,0,0,0,1,0,1,1
29103,38,16,0,17,6,3,6,2,1,0,3,9,29,2,1,0,0,1,28,48,0,0,0,1,0,1,0
67445,63,757,80,217,29,80,11,5,9,6,12,6,40,2,1,0,0,1,24,1174,1,0,0,1,0,1,0
50616,71,30,2,25,0,1,9,1,1,1,4,2,64,5,1,0,0,1,8,67,0,0,0,1,0,1,0
49431,9,219,3,100,26,0,17,2,7,1,5,8,59,2,0,1,0,1,33,365,0,0,0,0,1,1,0
153924,81,1,1,1,1,1,1,0,0,0,0,0,39,2,0,1,0,0,6,6,0,0,1,0,0,0,0
61278,87,111,3,28,2,6,15,2,3,1,4,6,61,2,1,0,0,1,9,165,0,0,0,1,0,1,0
26490,92,45,47,52,21,20,25,2,3,1,5,6,56,3,1,0,0,0,27,210,0,0,0,1,0,1,0
73059,36,410,112,420,0,82,71,1,9,3,13,4,67,5,1,0,0,1,16,1095,0,0,0,1,0,1,0
46734,86,100,1,39,6,1,76,4,3,2,3,6,48,5,0,1,0,1,14,223,1,0,1,0,0,1,1
56253,83,509,0,65,7,11,5,4,7,2,9,6,51,2,1,0,0,1,29,597,1,0,0,1,0,1,0
19986,74,3,6,5,0,2,6,1,0,0,3,7,29,2,1,0,0,1,13,22,0,0,0,1,0,1,0
58330,87,445,53,213,104,98,151,1,6,4,13,4,39,2,0,1,0,1,12,1064,0,0,0,1,0,1,0
25965,29,2,2,11,41,7,11,1,2,0,3,8,34,1,1,0,0,0,29,74,0,0,0,1,0,1,0
14661,88,4,1,11,6,2,2,1,1,0,3,6,58,4,1,0,0,0,24,26,0,0,0,1,0,1,0
18690,77,6,1,7,23,4,19,1,1,1,2,8,55,2,1,0,0,0,24,60,0,0,0,1,0,1,0
45068,25,14,0,3,0,0,3,1,1,0,2,7,40,5,1,0,0,1,19,20,0,0,0,1,0,1,0
21063,34,1,10,11,19,3,15,2,2,0,3,6,27,1,0,1,0,1,15,59,0,0,0,1,0,1,0
29187,43,26,0,6,0,0,2,1,1,0,3,8,46,5,1,0,0,1,16,34,0,0,0,1,0,1,0
54690,76,111,16,37,7,9,18,3,3,1,5,3,43,3,1,0,0,1,17,198,1,0,0,1,0,1,0
59304,81,418,61,428,80,51,10,3,7,8,10,5,50,5,1,0,0,1,17,1048,1,0,0,1,0,1,0
59247,87,327,9,122,19,14,83,5,5,2,9,6,52,4,0,1,0,1,16,574,1,0,0,1,0,1,0
66731,33,371,159,194,58,106,141,4,4,3,6,3,44,2,0,1,0,1,24,1029,1,0,0,1,0,1,0
77353,38,275,59,107,69,101,59,2,6,4,8,4,34,2,1,0,0,1,12,670,0,0,0,1,0,1,0
52614,63,789,0,142,12,9,38,2,2,4,8,8,39,5,0,1,0,1,35,990,0,0,0,1,0,1,0
26751,26,1,1,5,0,3,1,1,1,0,2,8,40,2,1,0,0,1,7,11,0,0,0,1,0,1,0
81300,17,1004,12,145,32,12,36,3,10,3,5,5,51,5,1,0,0,1,26,1241,1,0,0,0,1,1,1
70337,75,187,81,149,25,43,91,1,2,2,12,1,35,2,0,1,0,0,11,576,0,0,0,1,0,1,0
36145,13,56,4,76,17,1,18,4,4,1,3,9,29,3,1,0,0,1,18,172,1,0,0,0,1,1,1
65295,19,365,32,117,34,110,6,1,3,3,13,2,34,5,0,1,0,0,12,664,0,0,0,1,0,1,0
68118,51,595,23,123,10,23,154,2,8,9,4,6,51,2,0,1,0,1,14,928,0,1,0,0,0,1,0
68743,81,1132,134,384,175,134,115,1,11,5,13,7,47,2,0,1,0,0,28,2074,0,0,0,1,0,1,0
41039,32,34,11,137,179,61,45,1,8,1,5,8,32,3,1,0,0,0,17,467,0,0,0,0,1,1,0
38946,84,116,6,82,6,6,41,2,3,1,6,5,59,2,1,0,0,1,14,257,0,0,0,1,0,1,0
65777,87,565,32,435,28,32,54,1,2,8,6,1,47,2,1,0,0,0,12,1146,0,1,0,0,0,1,0
66476,99,372,18,126,47,48,78,2,5,2,11,4,38,5,0,1,0,1,18,689,0,0,0,1,0,1,0
86857,96,899,102,838,133,102,40,1,5,6,10,2,42,5,0,1,0,0,24,2114,0,0,0,1,0,1,1
160803,21,55,16,1622,17,3,4,15,0,28,1,0,32,5,1,0,0,0,32,1717,1,1,0,0,0,0,0
77845,40,760,40,480,0,40,26,1,3,5,12,1,25,5,1,0,0,0,7,1346,0,0,0,1,0,1,1
69476,3,260,86,559,63,9,67,1,4,6,4,2,45,5,1,0,0,0,15,1044,0,1,0,0,0,1,0
50611,98,459,0,24,6,0,4,6,4,5,7,6,54,5,0,1,0,1,32,493,1,0,0,1,0,1,1
61209,73,466,0,224,119,49,99,1,5,3,4,2,44,2,0,1,0,0,16,957,0,0,0,0,1,1,0
42315,90,67,15,80,17,11,80,3,1,4,4,3,56,4,1,0,0,1,12,270,1,0,1,0,0,1,0
13084,29,2,0,7,3,7,10,1,1,0,3,6,62,1,1,0,0,0,22,29,0,0,0,1,0,1,0
47570,3,67,1,20,0,2,31,3,2,2,2,7,65,4,0,1,0,1,19,121,1,0,1,0,0,1,1
61923,94,92,4,18,3,3,6,1,2,1,4,3,53,4,1,0,0,1,17,126,0,0,0,1,0,1,0
34824,65,4,2,11,2,0,4,1,1,0,2,6,19,2,0,1,0,0,9,23,0,0,0,1,0,1,0
26518,33,20,1,28,3,3,2,3,2,0,3,8,65,5,0,1,0,1,17,57,1,0,0,1,0,1,1
45938,46,273,11,178,62,83,29,2,8,4,6,6,53,2,0,1,0,0,21,636,0,0,0,0,1,1,0
78468,29,434,22,388,104,22,34,1,10,7,10,4,54,2,1,0,0,0,4,1004,0,0,1,0,0,1,1
78901,99,321,11,309,33,26,34,3,9,3,5,4,41,2,0,1,0,1,15,734,1,0,0,0,1,1,0
71427,26,212,123,177,15,64,23,2,8,2,8,4,36,2,1,0,0,1,1,614,0,0,1,0,0,1,0
71022,30,909,12,278,0,12,242,3,5,2,11,8,36,2,0,1,0,1,2,1453,1,0,0,1,0,1,1
90247,27,1184,32,352,21,16,16,1,3,4,7,1,26,4,0,1,0,0,8,1621,0,0,0,1,0,1,1
41335,24,112,19,21,16,14,5,3,4,1,4,7,46,4,0,1,0,1,12,187,1,0,1,0,0,1,0
71952,93,656,80,455,52,107,93,2,8,4,8,4,28,2,1,0,0,1,15,1443,0,0,1,0,0,1,1
35682,34,23,0,8,6,2,18,1,1,1,3,2,44,5,0,1,0,1,6,57,0,0,0,1,0,1,0
43185,88,537,6,42,16,6,30,2,9,3,6,8,63,2,0,1,0,1,15,637,0,0,0,0,1,1,0
66375,96,712,0,45,0,0,191,3,2,4,5,7,66,5,1,0,0,1,13,948,1,0,0,1,0,1,1
35178,10,23,1,13,2,2,18,1,1,1,2,7,43,4,1,0,0,1,15,59,0,0,0,1,0,1,1
25252,26,1,3,4,2,2,6,1,1,0,2,8,28,2,1,0,0,1,12,18,0,0,0,1,0,1,0
55250,49,664,58,83,32,0,66,4,7,5,10,5,49,4,0,1,0,1,26,903,1,0,0,1,0,1,0
33249,11,6,10,21,19,14,42,2,2,1,3,6,39,2,0,1,0,1,22,112,0,0,0,1,0,1,0
